Added Field - Active?,Field,Agreement #,Description,Alt Agreement,Agreement Type (Data Pull),Agreement Type (For Entry),Customer,Customer PO,Effective Date,Original Date,Expiration Date,Renew Through,Renew Markup,Rate Template,Agreement Price,Revenue Recognition,Auto Schedule Trips,0,Seq1,Description1,Service Site,Call Type,Service Center,Division,Tax Source,Separate Work Order,Auto Schedule Trip1,Pricing,Contact Before Scheduling,Auto Schedule Trip,Due,RecurringPatternType,See recurring options in screenshot >,Billing Seq1,Date1,Billing Amount1,Tax Type1,Tax Basis1,Seq2,Material,UM,Matl Qty,Cost ECM,Seq,Qty,Deferral1,Date2,Amount1,0,Billing Seq,Date3,Billing Amount,Tax Type,Tax Code,Tax Basis,Tax Amount,0,Deferral,Date,Amount,Should auto-populate based on Work Schedule.
,,,Riocan Management-Sprinkler,"Nov 9, 2018",AI,,NA,,,,,,,,640.0,,,,,WET,"Trinity Crossing, 4210-4312 Innes and 2020 Lanthie",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Riocan Management-Fire Alarm,"Nov 9, 2018",AI,,NA,,,,,,,,640.0,,,,,FA,"Trinity Crossing, 4210-4312 Innes and 2020 Lanthie",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Riocan Management-Route,"Nov 9, 2018",AI,,NA,,,,,,,,640.0,,,,,"FE,EL","Trinity Crossing, 4210-4312 Innes and 2020 Lanthie",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Riocan Management-Sprinkler,"Nov 9, 2018",MI,,NA,,,,,,,,160.0,,,,,WET,"Trinity Crossing, 4210-4312 Innes and 2020 Lanthie",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Riocan Management-Fire Alarm,"Nov 9, 2018",MI,,NA,,,,,,,,160.0,,,,,FA,"Trinity Crossing, 4210-4312 Innes and 2020 Lanthie",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Riocan Management-Route,"Nov 9, 2018",MI,,NA,,,,,,,,160.0,,,,,"FE,EL","Trinity Crossing, 4210-4312 Innes and 2020 Lanthie",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Riocan Management-Sprinkler,"Nov 9, 2018",AI,,NA,,,,,,,,190.0,,,,,SPR,"Lowes Hunt Club, 340-350 West Hunt Club Road",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Riocan Management-Route,"Nov 9, 2018",AI,,NA,,,,,,,,190.0,,,,,"FE,EL","Lowes Hunt Club, 340-350 West Hunt Club Road",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Riocan Management-Sprinkler,"Nov 9, 2018",MI,,NA,,,,,,,,120.0,,,,,SPR,"Lowes Hunt Club, 340-350 West Hunt Club Road",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Riocan Management-Route,"Nov 9, 2018",MI,,NA,,,,,,,,120.0,,,,,"FE,EL","Lowes Hunt Club, 340-350 West Hunt Club Road",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Riocan Management-Sprinkler,"Nov 9, 2018",AI,,NA,,,,,,,,425.0,,,,,WET,"March Road Riocan Centre Kanata, 832-860 March Rd",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Riocan Management-Route,"Nov 9, 2018",AI,,NA,,,,,,,,425.0,,,,,"FE,EL","March Road Riocan Centre Kanata, 832-860 March Rd",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Riocan Management-Sprinkler,"Nov 9, 2018",MI,,NA,,,,,,,,120.0,,,,,WET,"March Road Riocan Centre Kanata, 832-860 March Rd",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Riocan Management-Route,"Nov 9, 2018",MI,,NA,,,,,,,,120.0,,,,,"FE,EL","March Road Riocan Centre Kanata, 832-860 March Rd",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Riocan Management-Sprinkler,"Nov 9, 2018",AI,,NA,,,,,,,,1890.0,,,,,WET,"Chapman Mills Marketplace I and II, Barrhaven",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Riocan Management-Fire Alarm,"Nov 9, 2018",AI,,NA,,,,,,,,1890.0,,,,,FA,"Chapman Mills Marketplace I and II, Barrhaven",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Riocan Management-Route,"Nov 9, 2018",AI,,NA,,,,,,,,1890.0,,,,,"FE,EL","Chapman Mills Marketplace I and II, Barrhaven",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Riocan Management-Sprinkler,"Nov 9, 2018",MI,,NA,,,,,,,,280.0,,,,,WET,"Chapman Mills Marketplace I and II, Barrhaven",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Riocan Management-Fire Alarm,"Nov 9, 2018",MI,,NA,,,,,,,,280.0,,,,,FA,"Chapman Mills Marketplace I and II, Barrhaven",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Riocan Management-Route,"Nov 9, 2018",MI,,NA,,,,,,,,280.0,,,,,"FE,EL","Chapman Mills Marketplace I and II, Barrhaven",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Riocan Management-Sprinkler,"Nov 9, 2018",AI,,NA,,,,,,,,295.0,,,,,WET,"Merivale Market, 1461,63,65,69 Merivale Road",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Riocan Management-Route,"Nov 9, 2018",AI,,NA,,,,,,,,295.0,,,,,"FE,EL","Merivale Market, 1461,63,65,69 Merivale Road",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Riocan Management-Sprinkler,"Nov 9, 2018",MI,,NA,,,,,,,,120.0,,,,,WET,"Merivale Market, 1461,63,65,69 Merivale Road",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Riocan Management-Route,"Nov 9, 2018",MI,,NA,,,,,,,,120.0,,,,,"FE,EL","Merivale Market, 1461,63,65,69 Merivale Road",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Riocan Management-Sprinkler,"Nov 9, 2018",AI,,NA,,,,,,,,1290.0,,,,,WET,"Grant Crossing, 5527-47 and 5597-5617 Hazeldean Ro",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Riocan Management-Fire Alarm,"Nov 9, 2018",AI,,NA,,,,,,,,1290.0,,,,,FA,"Grant Crossing, 5527-47 and 5597-5617 Hazeldean Ro",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Riocan Management-Route,"Nov 9, 2018",AI,,NA,,,,,,,,1290.0,,,,,"FE,EL","Grant Crossing, 5527-47 and 5597-5617 Hazeldean Ro",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Riocan Management-Sprinkler,"Nov 9, 2018",MI,,NA,,,,,,,,240.0,,,,,WET,"Grant Crossing, 5527-47 and 5597-5617 Hazeldean Ro",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Riocan Management-Fire Alarm,"Nov 9, 2018",MI,,NA,,,,,,,,240.0,,,,,FA,"Grant Crossing, 5527-47 and 5597-5617 Hazeldean Ro",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Riocan Management-Route,"Nov 9, 2018",MI,,NA,,,,,,,,240.0,,,,,"FE,EL","Grant Crossing, 5527-47 and 5597-5617 Hazeldean Ro",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Riocan Management-Sprinkler,"Nov 9, 2018",AI,,NA,,,,,,,,345.0,,,,,WET,"Innes and Belcourt, Lowes Orleans, 3752 Innes  Roa",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Riocan Management-Route,"Nov 9, 2018",AI,,NA,,,,,,,,345.0,,,,,"FE,EL","Innes and Belcourt, Lowes Orleans, 3752 Innes  Roa",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Riocan Management-Sprinkler,"Nov 9, 2018",MI,,NA,,,,,,,,120.0,,,,,WET,"Innes and Belcourt, Lowes Orleans, 3752 Innes  Roa",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Riocan Management-Route,"Nov 9, 2018",MI,,NA,,,,,,,,120.0,,,,,"FE,EL","Innes and Belcourt, Lowes Orleans, 3752 Innes  Roa",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
