Added Field - Active?,Field,Agreement #,Description,Alt Agreement,Agreement Type (Data Pull),Agreement Type (For Entry),Customer,Customer PO,Effective Date,Effective Date1,Expiration Date,Renew Through,Renew Markup,Rate Template,Agreement Price,Revenue Recognition,Auto Schedule Trips,0,Seq1,Description1,Service Site,Call Type,Service Center,Division,Tax Source,Separate Work Order,Auto Schedule Trip1,Pricing,Contact Before Scheduling,Auto Schedule Trip,Due,RecurringPatternType,See recurring options in screenshot >,Billing Seq1,Date1,Billing Amount1,Tax Type1,Tax Basis1,Seq2,Material,UM,Matl Qty,Cost ECM,Seq,Qty,Deferral1,Date2,Amount1,0,Billing Seq,Date3,Billing Amount,Tax Type,Tax Code,Tax Basis,Tax Amount,0,Deferral,Date,Amount,Should auto-populate based on Work Schedule.,Customer1,UnMatched
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,46 CENTREPARK DRIVE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,2060 OGILVIE ROAD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,2176 HUNTLEY ROAD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,2625 DRAPER AVENUE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,7066 PARKWAY ROAD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,168 GREENBANK ROAD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,2158 ST. LAURENT BOULEVARD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,1750 SUNVIEW DRIVE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,2105 KENDER AVENUE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,1375 COLONIAL ROAD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,1900 DAUPHIN ROAD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,407 HILSON AVENUE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,17 HOPEWELL AVENUE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,P.O.BOX100,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,118 LANGSTAFF DRIVE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,2051 BEL AIR DRIVE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,101 PENRITH STREET,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,101 MALVERN DRIVE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,103 MALVERN DRIVE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,5 MORTON DRIVE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,64 CHIMO DRIVE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,170 GREENBANK ROAD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,6680 DORACK DRIVE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,63 EVELYN AVENUE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,35 CORKSTOWN ROAD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,1965 NASKAPI DRIVE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,20 HARRISON STREET,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,29 LISGAR STREET,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,149 BERRIGAN DRIVE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,3635 REGIONAL ROAD 174,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,100 BRAEMAR AVENUE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,16 CAROLA STREET,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,1075 BRIDGE STREET,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,1000 VALIN STREET,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,54 KENNEVALE DRIVE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,10 FIELDROW STREET,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,1755 MERIVALE ROAD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,2701 8TH LINE ROAD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,POBOX380,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,7816 BLEEKS ROAD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,185 FIFTH AVENUE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,574 BROADVIEW AVENUE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,2401 CLEROUX CRESCENT,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,POBOX130,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,2403 CHURCH STREET,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,7859 DECARIE DRIVE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,POBOX70,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,5590 MAIN STREET,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,2800 8TH LINE ROAD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,485 DONALD STREET,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,1281 PINECREST ROAD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,564 PLEASANT PARK ROAD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,689 ST. LAURENT BOULEVARD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,557 QUEEN MARY STREET,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,2599 REGINA STREET,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,160 PERCY STREET,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,3499 MCBEAN STREET,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,815 ST. LAURENT BOULEVARD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,2597 ALTA VISTA DRIVE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,260 KNOX CRESCENT,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,1250 BLOHM DRIVE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,373 MCARTHUR ROAD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,2011 GLENFERN AVENUE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,159 LORRY GREENBERG DRIVE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,401 STONEHAVEN DRIVE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,350 BUENA VISTA ROAD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,3400 D'AOUST AVENUE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,2553 SEVERN AVENUE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,55 CENTREPOINTE DRIVE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,131 GREENBANK ROAD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
