Added Field - Active?,Field,Agreement #,Description,Alt Agreement,Agreement Type (Data Pull),Agreement Type (For Entry),Customer,Customer PO,Effective Date,Effective Date1,Expiration Date,Renew Through,Renew Markup,Rate Template,Agreement Price,Revenue Recognition,Auto Schedule Trips,0,Seq1,Description1,Service Site,Call Type,Service Center,Division,Tax Source,Separate Work Order,Auto Schedule Trip1,Pricing,Contact Before Scheduling,Auto Schedule Trip,Due,RecurringPatternType,See recurring options in screenshot >,Billing Seq1,Date1,Billing Amount1,Tax Type1,Tax Basis1,Seq2,Material,UM,Matl Qty,Cost ECM,Seq,Qty,Deferral1,Date2,Amount1,0,Billing Seq,Date3,Billing Amount,Tax Type,Tax Code,Tax Basis,Tax Amount,0,Deferral,Date,Amount,Should auto-populate based on Work Schedule.,Customer1,UnMatched
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,1515 TENTH LINE ROAD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,49 MULVAGH AVENUE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,3673 MCBEAN STREET,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,1032 KLONDIKE ROAD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,25 LEACOCK DRIVE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,4175 SPRATT ROAD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,1224 STITTSVILLE MAIN STREET,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,40 GRANITE RIDGE DRIVE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,3791 STONECREST ROAD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,6400 JEANNE D'ARC BOULEVARD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,1515 VARENNES BOULEVARD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,745 SMYTH ROAD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,55 MANN AVENUE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,250 ANNA AVENUE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,50 VARLEY DRIVE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,80 STEEPLE CHASE DRIVE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,3088 DUNROBIN ROAD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,111 HARTSMERE DRIVE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,235 WOODROFFE AVENUE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,2410 GEORGINA DRIVE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,310 YORK STREET,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,557 QUEEN MARY STREET,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,63 SLACK ROAD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,60 TIVERTON DRIVE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,100 PENFIELD DRIVE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,425 TERRY FOX DRIVE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,2350 PORTOBELLO BOULEVARD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,3525 RIVER RUN AVENUE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2016,01/01/2020,01/01/2020,,,,,,,,,,4180 KELLY FARM DRIVE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Inspections-DUNDEAL CANADA LIMITED PARTNERSHIP,15-1638MT,,AI,NA,,12/12/2016,01/01/2020,01/01/2020,,,,,,,,,,400 CUMBERLAND STREET,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,DUNDEAL CANADA LIMITED PARTNERSHIP
,,,Inspections-DUNDEAL CANADA LIMITED PARTNERSHIP,15-1638MT,,MI,NA,,12/12/2016,01/01/2020,01/01/2020,,,,,,,,,,400 CUMBERLAND STREET,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,DUNDEAL CANADA LIMITED PARTNERSHIP
,,,Inspections-DUNDEAL CANADA LIMITED PARTNERSHIP,15-1638MT,,MI,NA,,12/12/2016,01/01/2020,01/01/2020,,,,,,,,,,400 CUMBERLAND STREET,,,,,,,0,,,,,,,03/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,DUNDEAL CANADA LIMITED PARTNERSHIP
,,,Inspections-DUNDEAL CANADA LIMITED PARTNERSHIP,15-1638MT,,QI,NA,,12/12/2016,01/01/2020,01/01/2020,,,,,,,,,,400 CUMBERLAND STREET,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,DUNDEAL CANADA LIMITED PARTNERSHIP
,,,Inspections-DUNDEAL CANADA LIMITED PARTNERSHIP,15-1638MT,,MI,NA,,12/12/2016,01/01/2020,01/01/2020,,,,,,,,,,400 CUMBERLAND STREET,,,,,,,0,,,,,,,05/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,DUNDEAL CANADA LIMITED PARTNERSHIP
,,,Inspections-DUNDEAL CANADA LIMITED PARTNERSHIP,15-1638MT,,MI,NA,,12/12/2016,01/01/2020,01/01/2020,,,,,,,,,,400 CUMBERLAND STREET,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,DUNDEAL CANADA LIMITED PARTNERSHIP
,,,Inspections-DUNDEAL CANADA LIMITED PARTNERSHIP,15-1638MT,,QI,NA,,12/12/2016,01/01/2020,01/01/2020,,,,,,,,,,400 CUMBERLAND STREET,,,,,,,0,,,,,,,07/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,DUNDEAL CANADA LIMITED PARTNERSHIP
,,,Inspections-DUNDEAL CANADA LIMITED PARTNERSHIP,15-1638MT,,MI,NA,,12/12/2016,01/01/2020,01/01/2020,,,,,,,,,,400 CUMBERLAND STREET,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,DUNDEAL CANADA LIMITED PARTNERSHIP
,,,Inspections-DUNDEAL CANADA LIMITED PARTNERSHIP,15-1638MT,,MI,NA,,12/12/2016,01/01/2020,01/01/2020,,,,,,,,,,400 CUMBERLAND STREET,,,,,,,0,,,,,,,09/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,DUNDEAL CANADA LIMITED PARTNERSHIP
,,,Inspections-DUNDEAL CANADA LIMITED PARTNERSHIP,15-1638MT,,QI,NA,,12/12/2016,01/01/2020,01/01/2020,,,,,,,,,,400 CUMBERLAND STREET,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,DUNDEAL CANADA LIMITED PARTNERSHIP
,,,Inspections-DUNDEAL CANADA LIMITED PARTNERSHIP,15-1638MT,,MI,NA,,12/12/2016,01/01/2020,01/01/2020,,,,,,,,,,400 CUMBERLAND STREET,,,,,,,0,,,,,,,11/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,DUNDEAL CANADA LIMITED PARTNERSHIP
,,,Inspections-DUNDEAL CANADA LIMITED PARTNERSHIP,15-1638MT,,MI,NA,,12/12/2016,01/01/2020,01/01/2020,,,,,,,,,,400 CUMBERLAND STREET,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,DUNDEAL CANADA LIMITED PARTNERSHIP
,,,Inspections-DUNDEAL CANADA LIMITED PARTNERSHIP,15-1638MT,,MI,NA,,12/12/2016,01/01/2020,01/01/2020,,,,,,,,,,130 SLATER STREET,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,DUNDEAL CANADA LIMITED PARTNERSHIP
,,,Inspections-DUNDEAL CANADA LIMITED PARTNERSHIP,15-1638MT,,MI,NA,,12/12/2016,01/01/2020,01/01/2020,,,,,,,,,,130 SLATER STREET,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,DUNDEAL CANADA LIMITED PARTNERSHIP
,,,Inspections-DUNDEAL CANADA LIMITED PARTNERSHIP,15-1638MT,,MI,NA,,12/12/2016,01/01/2020,01/01/2020,,,,,,,,,,130 SLATER STREET,,,,,,,0,,,,,,,03/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,DUNDEAL CANADA LIMITED PARTNERSHIP
,,,Inspections-DUNDEAL CANADA LIMITED PARTNERSHIP,15-1638MT,,MI,NA,,12/12/2016,01/01/2020,01/01/2020,,,,,,,,,,130 SLATER STREET,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,DUNDEAL CANADA LIMITED PARTNERSHIP
,,,Inspections-DUNDEAL CANADA LIMITED PARTNERSHIP,15-1638MT,,AI,NA,,12/12/2016,01/01/2020,01/01/2020,,,,,,,,,,130 SLATER STREET,,,,,,,0,,,,,,,05/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,DUNDEAL CANADA LIMITED PARTNERSHIP
,,,Inspections-DUNDEAL CANADA LIMITED PARTNERSHIP,15-1638MT,,MI,NA,,12/12/2016,01/01/2020,01/01/2020,,,,,,,,,,130 SLATER STREET,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,DUNDEAL CANADA LIMITED PARTNERSHIP
,,,Inspections-DUNDEAL CANADA LIMITED PARTNERSHIP,15-1638MT,,MI,NA,,12/12/2016,01/01/2020,01/01/2020,,,,,,,,,,130 SLATER STREET,,,,,,,0,,,,,,,07/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,DUNDEAL CANADA LIMITED PARTNERSHIP
,,,Inspections-DUNDEAL CANADA LIMITED PARTNERSHIP,15-1638MT,,MI,NA,,12/12/2016,01/01/2020,01/01/2020,,,,,,,,,,130 SLATER STREET,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,DUNDEAL CANADA LIMITED PARTNERSHIP
,,,Inspections-DUNDEAL CANADA LIMITED PARTNERSHIP,15-1638MT,,MI,NA,,12/12/2016,01/01/2020,01/01/2020,,,,,,,,,,130 SLATER STREET,,,,,,,0,,,,,,,09/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,DUNDEAL CANADA LIMITED PARTNERSHIP
,,,Inspections-DUNDEAL CANADA LIMITED PARTNERSHIP,15-1638MT,,MI,NA,,12/12/2016,01/01/2020,01/01/2020,,,,,,,,,,130 SLATER STREET,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,DUNDEAL CANADA LIMITED PARTNERSHIP
,,,Inspections-DUNDEAL CANADA LIMITED PARTNERSHIP,15-1638MT,,MI,NA,,12/12/2016,01/01/2020,01/01/2020,,,,,,,,,,130 SLATER STREET,,,,,,,0,,,,,,,11/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,DUNDEAL CANADA LIMITED PARTNERSHIP
,,,Inspections-DUNDEAL CANADA LIMITED PARTNERSHIP,15-1638MT,,MI,NA,,12/12/2016,01/01/2020,01/01/2020,,,,,,,,,,130 SLATER STREET,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,DUNDEAL CANADA LIMITED PARTNERSHIP
,,,Inspections-TUNGASUVVINGAT INUIT,16-2030 /17-1199JP,,MI,100459,,03/10/2017,01/01/2020,01/01/2020,,,,,,,,,,297 SAVARD STREET,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100459,NA
,,,Inspections-TUNGASUVVINGAT INUIT,16-2030 /17-1199JP,,MI,100459,,03/10/2017,01/01/2020,01/01/2020,,,,,,,,,,297 SAVARD STREET,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100459,NA
,,,Inspections-TUNGASUVVINGAT INUIT,16-2030 /17-1199JP,,MI,100459,,03/10/2017,01/01/2020,01/01/2020,,,,,,,,,,297 SAVARD STREET,,,,,,,0,,,,,,,03/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100459,NA
,,,Inspections-TUNGASUVVINGAT INUIT,16-2030 /17-1199JP,,AI,100459,,03/10/2017,01/01/2020,01/01/2020,,,,,,,,,,297 SAVARD STREET,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100459,NA
,,,Inspections-TUNGASUVVINGAT INUIT,16-2030 /17-1199JP,,MI,100459,,03/10/2017,01/01/2020,01/01/2020,,,,,,,,,,297 SAVARD STREET,,,,,,,0,,,,,,,05/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100459,NA
,,,Inspections-TUNGASUVVINGAT INUIT,16-2030 /17-1199JP,,MI,100459,,03/10/2017,01/01/2020,01/01/2020,,,,,,,,,,297 SAVARD STREET,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100459,NA
,,,Inspections-TUNGASUVVINGAT INUIT,16-2030 /17-1199JP,,MI,100459,,03/10/2017,01/01/2020,01/01/2020,,,,,,,,,,297 SAVARD STREET,,,,,,,0,,,,,,,07/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100459,NA
,,,Inspections-TUNGASUVVINGAT INUIT,16-2030 /17-1199JP,,MI,100459,,03/10/2017,01/01/2020,01/01/2020,,,,,,,,,,297 SAVARD STREET,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100459,NA
,,,Inspections-TUNGASUVVINGAT INUIT,16-2030 /17-1199JP,,MI,100459,,03/10/2017,01/01/2020,01/01/2020,,,,,,,,,,297 SAVARD STREET,,,,,,,0,,,,,,,09/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100459,NA
,,,Inspections-TUNGASUVVINGAT INUIT,16-2030 /17-1199JP,,MI,100459,,03/10/2017,01/01/2020,01/01/2020,,,,,,,,,,297 SAVARD STREET,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100459,NA
,,,Inspections-TUNGASUVVINGAT INUIT,16-2030 /17-1199JP,,MI,100459,,03/10/2017,01/01/2020,01/01/2020,,,,,,,,,,297 SAVARD STREET,,,,,,,0,,,,,,,11/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100459,NA
,,,Inspections-TUNGASUVVINGAT INUIT,16-2030 /17-1199JP,,MI,100459,,03/10/2017,01/01/2020,01/01/2020,,,,,,,,,,297 SAVARD STREET,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100459,NA
,,,Inspections-TUNGASUVVINGAT INUIT,16-2030 /17-1199JP,,MI,100459,,03/10/2017,01/01/2020,01/01/2020,,,,,,,,,,604 LAURIER AVENUE WEST,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100459,NA
,,,Inspections-TUNGASUVVINGAT INUIT,16-2030 /17-1199JP,,MI,100459,,03/10/2017,01/01/2020,01/01/2020,,,,,,,,,,604 LAURIER AVENUE WEST,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100459,NA
,,,Inspections-TUNGASUVVINGAT INUIT,16-2030 /17-1199JP,,MI,100459,,03/10/2017,01/01/2020,01/01/2020,,,,,,,,,,604 LAURIER AVENUE WEST,,,,,,,0,,,,,,,03/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100459,NA
,,,Inspections-TUNGASUVVINGAT INUIT,16-2030 /17-1199JP,,AI,100459,,03/10/2017,01/01/2020,01/01/2020,,,,,,,,,,604 LAURIER AVENUE WEST,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100459,NA
,,,Inspections-TUNGASUVVINGAT INUIT,16-2030 /17-1199JP,,MI,100459,,03/10/2017,01/01/2020,01/01/2020,,,,,,,,,,604 LAURIER AVENUE WEST,,,,,,,0,,,,,,,05/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100459,NA
,,,Inspections-TUNGASUVVINGAT INUIT,16-2030 /17-1199JP,,MI,100459,,03/10/2017,01/01/2020,01/01/2020,,,,,,,,,,604 LAURIER AVENUE WEST,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100459,NA
,,,Inspections-TUNGASUVVINGAT INUIT,16-2030 /17-1199JP,,MI,100459,,03/10/2017,01/01/2020,01/01/2020,,,,,,,,,,604 LAURIER AVENUE WEST,,,,,,,0,,,,,,,07/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100459,NA
