Added Field - Active?,Field,Agreement #,Description,Alt Agreement,Agreement Type (Data Pull),Agreement Type (For Entry),Customer,Customer PO,Effective Date,Original Date,Expiration Date,Renew Through,Renew Markup,Rate Template,Agreement Price,Revenue Recognition,Auto Schedule Trips,0,Seq1,Description1,Service Site,Call Type,Service Center,Division,Tax Source,Separate Work Order,Auto Schedule Trip1,Pricing,Contact Before Scheduling,Auto Schedule Trip,Due,RecurringPatternType,See recurring options in screenshot >,Billing Seq1,Date1,Billing Amount1,Tax Type1,Tax Basis1,Seq2,Material,UM,Matl Qty,Cost ECM,Seq,Qty,Deferral1,Date2,Amount1,0,Billing Seq,Date3,Billing Amount,Tax Type,Tax Code,Tax Basis,Tax Amount,0,Deferral,Date,Amount,Should auto-populate based on Work Schedule.
,,,BGIS-Route,Tender,MI,,100174,,,,01/01/2021,,,,0.0,,,,,"FE,EL","CEF #2, 1 Observatory Crescent",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Route,Tender,AI,,100174,,,,01/01/2021,,,,0.0,,,,,"FE,EL,FHC","CEF #3, 1 Observatory Crescent",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Route,Tender,MI,,100174,,,,01/01/2021,,,,0.0,,,,,FHC,"CEF #3, 1 Observatory Crescent",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Route,Tender,AI,,100174,,,,01/01/2021,,,,0.0,,,,,"FE,EL","CEF #4, 1 Observatory Crescent",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Route,Tender,MI,,100174,,,,01/01/2021,,,,0.0,,,,,"FE,EL","CEF #4, 1 Observatory Crescent",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Route,Tender,AI,,100174,,,,01/01/2021,,,,0.0,,,,,"FE,EL","CEF #5, 1 Observatory Crescent",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Route,Tender,MI,,100174,,,,01/01/2021,,,,0.0,,,,,"FE,EL","CEF #5, 1 Observatory Crescent",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Route,Tender,AI,,100174,,,,01/01/2021,,,,0.0,,,,,"FE,EL,FHC","CEF #7, 1 Observatory Crescent",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Route,Tender,MI,,100174,,,,01/01/2021,,,,0.0,,,,,FHC,"CEF #7, 1 Observatory Crescent",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Route,Tender,AI,,100174,,,,01/01/2021,,,,0.0,,,,,"FE,EL","3484 Limebank Road, Armco Bldg.",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,bcIMC Realty Corporation c/o QuadReal Property Group-Sprinkler,Tender,AI,,NA,,,,01/01/2021,,,,0.0,,,,,"FP,HYD,SPR,WET",1900 City Park Drive,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,bcIMC Realty Corporation c/o QuadReal Property Group-Fire Alarm,Tender,AI,,NA,,,,01/01/2021,,,,0.0,,,,,FA,1900 City Park Drive,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,bcIMC Realty Corporation c/o QuadReal Property Group-Route,Tender,AI,,NA,,,,01/01/2021,,,,0.0,,,,,"FE,EL,FHC",1900 City Park Drive,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,bcIMC Realty Corporation c/o QuadReal Property Group-Sprinkler,Tender,BI-SPR,,NA,,,,01/01/2021,,,,0.0,,,,,SPR,1900 City Park Drive,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Sprinkler,Tender,MI,,100174,,,,01/01/2021,,,,0.0,,,,,"FP,SPR","241 Cite des Jeunes, Asticou",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Sprinkler,Tender,AI,,100174,,,,01/01/2021,,,,0.0,,,,,"FP,HYD,SPR,WET,DRY,GLYCOL","241 Cite des Jeunes, Asticou",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Route,Tender,AI,,100174,,,,01/01/2021,,,,0.0,,,,,"FE,EL,FHC","241 Cite des Jeunes, Asticou",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Gold Key Property Management-Sprinkler,11-1168,AI,,NA,,,,01/01/2021,,,,850.0,,,,,"SPR,WET",707-725 Belfast Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Gold Key Property Management-Route,11-1168,AI,,NA,,,,01/01/2021,,,,850.0,,,,,"FE,EL",707-725 Belfast Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Sprinkler,Tender,AI,,100174,,,,01/01/2021,,,,0.0,,,,,"FP,HYD,SPR,WET,DRY",440 Coventry Road - Exhibition Commission,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Route,Tender,AI,,100174,,,,01/01/2021,,,,0.0,,,,,"FE,EL,FHC",440 Coventry Road - Exhibition Commission,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Sprinkler,Tender,MI,,100174,,,,01/01/2021,,,,0.0,,,,,"FP,SPR,WET,DRY",440 Coventry Road - Exhibition Commission,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Route,Tender,MI,,100174,,,,01/01/2021,,,,0.0,,,,,FHC,440 Coventry Road - Exhibition Commission,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Sprinkler,Tender,AI,,100174,,,,01/01/2021,,,,0.0,,,,,"HYD,WET",RCMP - Forensic Lab,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Route,Tender,AI,,100174,,,,01/01/2021,,,,0.0,,,,,"FE,EL",RCMP - Forensic Lab,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Sprinkler,Tender,MI,,100174,,,,01/01/2021,,,,0.0,,,,,WET,RCMP - Forensic Lab,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Route,Tender,MI,,100174,,,,01/01/2021,,,,0.0,,,,,EL,RCMP - Forensic Lab,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Sprinkler,Tender,AI,,100174,,,,01/01/2021,,,,0.0,,,,,"SPR,WET,PREACTION",RCMP - L.H. Nicholson Bldg.,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Route,Tender,AI,,100174,,,,01/01/2021,,,,0.0,,,,,"FE,EL,FHC",RCMP - L.H. Nicholson Bldg.,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Sprinkler,Tender,MI,,100174,,,,01/01/2021,,,,0.0,,,,,"SPR,WET,PREACTION",RCMP - L.H. Nicholson Bldg.,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Route,Tender,MI,,100174,,,,01/01/2021,,,,0.0,,,,,FHC,RCMP - L.H. Nicholson Bldg.,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Sprinkler,Tender,SAI,,100174,,,,01/01/2021,,,,0.0,,,,,PREACTION,RCMP - L.H. Nicholson Bldg.,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Route,Tender,SAI,,100174,,,,01/01/2021,,,,0.0,,,,,FLCS,RCMP - L.H. Nicholson Bldg.,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Sprinkler,Tender,AI,,100174,,,,01/01/2021,,,,0.0,,,,,"SPR,WET",RCMP - Central Heating Plant,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Route,Tender,AI,,100174,,,,01/01/2021,,,,0.0,,,,,"FE,EL,FHC",RCMP - Central Heating Plant,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Sprinkler,Tender,MI,,100174,,,,01/01/2021,,,,0.0,,,,,"SPR,WET",RCMP - Central Heating Plant,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Route,Tender,MI,,100174,,,,01/01/2021,,,,0.0,,,,,FHC,RCMP - Central Heating Plant,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Sprinkler,Tender,AI,,100174,,,,01/01/2021,,,,0.0,,,,,"SPR,WET",RCMP - National Police Services - NPS,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Route,Tender,AI,,100174,,,,01/01/2021,,,,0.0,,,,,"FE,EL,FHC",RCMP - National Police Services - NPS,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Sprinkler,Tender,MI,,100174,,,,01/01/2021,,,,0.0,,,,,"SPR,WET",RCMP - National Police Services - NPS,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Route,Tender,MI,,100174,,,,01/01/2021,,,,0.0,,,,,FHC,RCMP - National Police Services - NPS,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Route,Tender,AI,,100174,,,,01/01/2021,,,,0.0,,,,,FE,RCMP - Guard House,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Route,Tender,MI,,100174,,,,01/01/2021,,,,0.0,,,,,FE,RCMP - Guard House,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Sprinkler,Tender,AI,,100174,,,,01/01/2021,,,,0.0,,,,,"HYD,SPR,WET,PREACTION",RCMP - Canadian Police Info Centre - CPIC/CIO,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Route,Tender,AI,,100174,,,,01/01/2021,,,,0.0,,,,,"FE,EL,FHC",RCMP - Canadian Police Info Centre - CPIC/CIO,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Sprinkler,Tender,MI,,100174,,,,01/01/2021,,,,0.0,,,,,"SPR,WET,PREACTION",RCMP - Canadian Police Info Centre - CPIC/CIO,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Route,Tender,MI,,100174,,,,01/01/2021,,,,0.0,,,,,FHC,RCMP - Canadian Police Info Centre - CPIC/CIO,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Sprinkler,Tender,SAI,,100174,,,,01/01/2021,,,,0.0,,,,,PREACTION,RCMP - Canadian Police Info Centre - CPIC/CIO,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Shepherds of Good Hope-Sprinkler,18-1001JP-REV,AI,,100312,,,,01/01/2021,,,,0.0,,,,,"SPR,WET",1053-1057 Merivale Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Shepherds of Good Hope-Fire Alarm,18-1001JP-REV,AI,,100312,,,,01/01/2021,,,,0.0,,,,,FA,1053-1057 Merivale Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Shepherds of Good Hope-Route,18-1001JP-REV,AI,,100312,,,,01/01/2021,,,,0.0,,,,,"FE,EL,FHC",1053-1057 Merivale Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Route,Tender,AI,,100174,,,,01/01/2021,,,,0.0,,,,,"FE,EL",CEF #6 - Hydro Vault,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Route,Tender,MI,,100174,,,,01/01/2021,,,,0.0,,,,,"FE,EL",CEF #6 - Hydro Vault,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Sprinkler,Tender,AI,,100174,,,,01/01/2021,,,,0.0,,,,,HYD,RCMP - All Sites,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Sprinkler,Tender,AI,,100174,,,,01/01/2021,,,,0.0,,,,,"FP,HYD","241 Cite des Jeunes, Asticou",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Gold Key Management Corporation-Fire Alarm,11-1519,AI,,NA,,,,01/01/2021,,,,690.0,,,,,FA,512 Rochester Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Gold Key Management Corporation-Route,11-1519,AI,,NA,,,,01/01/2021,,,,690.0,,,,,"FE,EL",512 Rochester Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Nav Canada-Monitoring Services  Fire,,MONITORING,,NA,,,,01/01/2021,,,,1020.0,,,,,,1611 Tom Roberts (Logistics Centre),,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Nav Canada-Monitoring Services  Fire,,MONITORING,,NA,,,,01/01/2021,,,,1020.0,,,,,,280 Hunt Club Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Fire Alarm,Tender,MI,,100174,,,,01/01/2021,,,,0.0,,,,,FA,Sir Charles Tupper,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Fire Alarm,Tender,AI,,100174,,,,01/01/2021,,,,0.0,,,,,"FA,VOICE",Sir Charles Tupper,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Fire Alarm,Tender,MI,,100174,,,,01/01/2021,,,,0.0,,,,,FA,"79 Bentley Avenue, Uniform #2",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Fire Alarm,Tender,AI,,100174,,,,01/01/2021,,,,0.0,,,,,FA,"79 Bentley Avenue, Uniform #2",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Sprinkler,17-1339JP OR 17-1569-REV,SAI,,100174,,,,01/01/2021,,,,1387.2,,,,,PREACTION,"125 Sussex Dr, 2nd Floor,TwrA, ISIC Room (Global A",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Morguard Investments Limited-Route,13-1744-REV,AI,,NA,,,,01/01/2021,,,,150.0,,,,,FE,"155 Queen St, 5th and 6th Floors",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Canadian Bank Note Company Limited-Route,18-1696BS,SAI,,NA,,,,01/01/2021,,,,0.0,,,,,FLCS,145 Richmond Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Canadian Border Services Agency-Route,FG-Email Mar 3/11,AI,,NA,,,,01/01/2021,,,,95.0,,,,,FE,"79 Bentley, in Mobile Lab",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Canadian Border Services Agency-Route,FG-Email Mar 3/11,AI,,NA,,,,01/01/2021,,,,95.0,,,,,FE,"79 Bentley, in Mobile Lab",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-ELs as per SNC standards,19-1280BS,AI,,100174,,04/01/2021,04/01/2019,01/01/2021,,,,810.0,,,,,,"555 MacKenzie Avenue, Connaught Building",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Fire Alarm,14-1765MT,MI,,100174,,01/01/2021,01/01/2014,01/01/2021,,,,400.0,,,,,FA,"General Records, Bldg. 15, 130 Goldenrod Driveway",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Sprinkler,18-1196JP/18-1556,BI,,100174,,01/01/2021,01/01/2018,01/01/2021,,,,0.0,,,,,"SPR,WET","General Records, Bldg. 15, 130 Goldenrod Driveway",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,United Counties of Prescott and Russell-Monitoring Services  Fire,,MONITORING,,NA,,,,01/01/2021,,,,900.0,,,,,,"1350 Cameron Street, Hawkesbury (Ambulance Centre)",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,9197397 Canada Inc. c/o Epic Realty Partners (Ottawa) Inc.-Sprinkler,16-1000MT,AI,,NA,,,,01/01/2021,,,,1380.0,,,,,"HYD,TS",2200 Walkley Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,9197397 Canada Inc. c/o Epic Realty Partners (Ottawa) Inc.-Fire Alarm,16-1000MT,AI,,NA,,,,01/01/2021,,,,1380.0,,,,,FA,2200 Walkley Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,9197397 Canada Inc. c/o Epic Realty Partners (Ottawa) Inc.-Route,16-1000MT,AI,,NA,,,,01/01/2021,,,,1380.0,,,,,"FE,FHC",2200 Walkley Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Colonnade BridgePort ITF KS 400 Cumberland Street Inc. (was Dream)-Sprinkler,Tender,AI,,NA,,,,01/01/2021,,,,0.0,,,,,"FP,WET,DRY",400 Cumberland Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Colonnade BridgePort ITF KS 400 Cumberland Street Inc. (was Dream)-Fire Alarm,Tender,AI,,NA,,,,01/01/2021,,,,0.0,,,,,"FA,VOICE",400 Cumberland Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Colonnade BridgePort ITF KS 400 Cumberland Street Inc. (was Dream)-Route,Tender,AI,,NA,,,,01/01/2021,,,,0.0,,,,,"FE,FHC",400 Cumberland Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Colonnade BridgePort ITF KS 400 Cumberland Street Inc. (was Dream)-Sprinkler,Tender,MI,,NA,,,,01/01/2021,,,,0.0,,,,,"SPR,WET,DRY",400 Cumberland Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Colonnade BridgePort ITF KS 400 Cumberland Street Inc. (was Dream)-Fire Alarm,Tender,MI,,NA,,,,01/01/2021,,,,0.0,,,,,"FA,VOICE",400 Cumberland Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Sprinkler,Tender,MI,,100174,,,,01/01/2021,,,,0.0,,,,,"SPR,PREACTION","Renfrew PA Storage, 770 Gibbons",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Fire Alarm,Tender,MI,,100174,,,,01/01/2021,,,,0.0,,,,,FA,"Renfrew PA Storage, 770 Gibbons",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Sprinkler,Tender,AI,,100174,,,,01/01/2021,,,,0.0,,,,,"SPR,PREACTION","Renfrew PA Storage, 770 Gibbons",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Fire Alarm,Tender,AI,,100174,,,,01/01/2021,,,,0.0,,,,,FA,"Renfrew PA Storage, 770 Gibbons",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,OCSB-Sprinkler,Tender,AI,,NA,,,,01/01/2021,,,,0.0,,,,,HYD,Various Sites,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Fire Alarm,14-1765MT,AI,,100174,,,,01/01/2021,,,,2780.0,,,,,FA,"General Records, Bldg. 15, 130 Goldenrod Driveway",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Sprinkler,18-1362JP,AI,,100174,,,,01/01/2021,,,,725.0,,,,,"SPR,WET","General Records, Bldg. 15, 130 Goldenrod Driveway",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Route,,AI,,100174,,,,01/01/2021,,,,375.0,,,,,FHC,"General Records, Bldg. 15, 130 Goldenrod Driveway",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Route,17-1187JP,AI,,100174,,,,01/01/2021,,,,400.0,,,,,FE,"General Records, Bldg. 15, 130 Goldenrod Driveway",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Regional Group-Sprinkler,12-1466,AI,,NA,,,,01/01/2021,,,,325.0,,,,,WET,1737 Woodward Drive,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Regional Group-Route,12-1466,AI,,NA,,,,01/01/2021,,,,325.0,,,,,"FE,EL",1737 Woodward Drive,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Regional Group-Sprinkler,12-1466,MI,,NA,100255,01/01/2021,01/01/2012,01/01/2021,,,,125.0,,,,,"SPR,WET",1737 Woodward Drive,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Regional Group-Route,12-1466,MI,,NA,100255,01/01/2021,01/01/2012,01/01/2021,,,,125.0,,,,,"FE,EL",1737 Woodward Drive,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Val Roca Management Inc.-Sprinkler,16-1721JS,AI,,NA,,,,01/01/2021,,,,4670.0,,,,,"FP,SPR,WET,DRY","556 Laurier Avenue West, CCC 289",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Val Roca Management Inc.-Fire Alarm,16-1721JS,AI,,NA,,,,01/01/2021,,,,4670.0,,,,,FA,"556 Laurier Avenue West, CCC 289",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Val Roca Management Inc.-Route,16-1721JS,AI,,NA,,,,01/01/2021,,,,4670.0,,,,,"FE,EL,FHC","556 Laurier Avenue West, CCC 289",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
